title,addr1,mapx,mapy,tel,cat1,cat2,cat3,contentid,contenttypeid,contenttype
올리브영 마포도화,서울특별시 마포구 삼개로 20,126.9472274399,37.5385652696,,A04,A0401,A04011000,2924559,38,쇼핑
올리브영 마포역,"서울특별시 마포구 마포대로 53, 1층 115호(도화동, 마포트라팰리스)",126.9470718157,37.5414843719,,A04,A0401,A04011000,2924526,38,쇼핑
올리브영 메세나점,서울특별시 마포구 서교동 490,126.9136829551,37.5498911308,,A04,A0401,A04011000,2926902,38,쇼핑
올리브영 명동 타운,서울특별시 중구 명동길 53,126.9851899237,37.5641435337,,A04,A0401,A04011000,3305676,38,쇼핑
올리브영 명동대로,서울특별시 중구 남산동1가 1-2 1층,126.9850955873,37.5606328285,,A04,A0401,A04011000,2930204,38,쇼핑
올리브영 명동본점,서울특별시 중구 명동길 53 (명동1가),126.9851899237,37.5641435337,,A04,A0401,A04011000,2916182,38,쇼핑
올리브영 명동역,서울특별시 중구 퇴계로 127 (충무로2가),126.9858621676,37.5612077753,,A04,A0401,A04011000,2929480,38,쇼핑
올리브영 명동점,서울특별시 중구 명동8길 14,126.9845289023,37.5631047532,,A04,A0401,A04011000,3305662,38,쇼핑
올리브영 명동타임워크점,"서울특별시 중구 남대문로 78 타임워크명동 108호, 109호",126.9830206742,37.5642379283,,A04,A0401,A04011000,3306354,38,쇼핑
올리브영 목동역,서울특별시 양천구 목동로 203,126.8638075978,37.5267568178,,A04,A0401,A04011000,2929188,38,쇼핑
올리브영 무교동점,서울특별시 중구 무교로 24 1층,126.9794958849,37.5681540761,,A04,A0401,A04011000,3305650,38,쇼핑
올리브영 문래,서울특별시 영등포구 선유로 63 (문래동6가),126.8890582725,37.5196997550,,A04,A0401,A04011000,3307525,38,쇼핑
올리브영 문정역,"서울특별시 송파구 송파대로 167(문정역테리타워 G동 127, 128호)",127.1223102349,37.4851718374,,A04,A0401,A04011000,2912528,38,쇼핑
올리브영 미아역,서울특별시 강북구 도봉로 188(미아동),127.0268121597,37.6256899045,,A04,A0401,A04011000,2927066,38,쇼핑
올리브영 발산,서울특별시 강서구 강서로 360,126.8384062644,37.5577472069,,A04,A0401,A04011000,2923921,38,쇼핑
올리브영 발산역,서울특별시 강서구 강서로 385 우성에스비타워,126.8383173162,37.5601469262,,A04,A0401,A04011000,2912492,38,쇼핑
올리브영 방배이수,서울특별시 서초구 동작대로 118 (방배동),126.9827589905,37.4870579999,,A04,A0401,A04011000,2904115,38,쇼핑
올리브영 배명사거리,서울특별시 송파구 백제고분로 276,127.0972898070,37.5021638590,,A04,A0401,A04011000,2922501,38,쇼핑
올리브영 보라매,서울특별시 동작구 보라매로5가길 16,126.9241086550,37.4913286766,,A04,A0401,A04011000,2922550,38,쇼핑
올리브영 봉은사역,"서울특별시 강남구 영동대로 602 (삼성동, 삼성동 미켈란 107)",127.0605955673,37.5147367390,,A04,A0401,A04011000,2912376,38,쇼핑
올리브영 북가좌동,서울특별시 서대문구 거북골로 191,126.9094186621,37.5779544593,,A04,A0401,A04011000,2902136,38,쇼핑
올리브영 사가정역,서울특별시 중랑구 면목로 310,127.0879912279,37.5796880208,,A04,A0401,A04011000,2906638,38,쇼핑
올리브영 사당역,서울특별시 관악구 과천대로 941,126.9814900082,37.4747649600,,A04,A0401,A04011000,2918269,38,쇼핑
올리브영 삼성중앙역점,서울특별시 강남구 봉은사로 465,127.0504104454,37.5125312558,,A04,A0401,A04011000,3307728,38,쇼핑
올리브영 상도역,서울특별시 동작구 양녕로 257,126.9472895416,37.5032277093,,A04,A0401,A04011000,2901430,38,쇼핑
올리브영 상봉듀오트리스,서울특별시 중랑구 상봉로 131,127.0921931170,37.5974610317,,A04,A0401,A04011000,2931805,38,쇼핑
올리브영 상수역,서울특별시 마포구 와우산로 49,126.9227682614,37.5490552799,,A04,A0401,A04011000,2930619,38,쇼핑
올리브영 상암MBC,서울특별시 마포구 상암동 1603,126.8910035842,37.5811759771,,A04,A0401,A04011000,2910904,38,쇼핑
올리브영 상암푸르지오시티,서울특별시 마포구 월드컵북로54길 25,126.8897259005,37.5819869716,,A04,A0401,A04011000,2918626,38,쇼핑
올리브영 상왕십리역,서울특별시 성동구 왕십리로 382 (하왕십리동),127.0280359907,37.5651636287,,A04,A0401,A04011000,2930633,38,쇼핑
올리브영 서래마을,서울특별시 서초구 서래로 39 (반포동),126.9982294785,37.4986013816,,A04,A0401,A04011000,2913470,38,쇼핑
올리브영 서울숲역점,서울특별시 성동구 왕십리로 50 (성수동1가 656-335 1층),127.0449267782,37.5419388532,,A04,A0401,A04011000,3305770,38,쇼핑
올리브영 서울시립대,서울특별시 동대문구 전농로 222,127.0536331237,37.5839980121,,A04,A0401,A04011000,2902422,38,쇼핑
올리브영 서초대로,서울특별시 서초구 서초대로 314 정보통신공제조합빌딩,127.0159502117,37.4942105422,,A04,A0401,A04011000,2912379,38,쇼핑
올리브영 서초역,서울특별시 서초구 반포대로 110,127.0088898616,37.4900275678,,A04,A0401,A04011000,2904010,38,쇼핑
올리브영 서초타운,"서울특별시 서초구 서초대로78길 32, 1층동(서초동)",127.0280157567,37.4950523274,,A04,A0401,A04011000,2902037,38,쇼핑
올리브영 석계역,서울특별시 노원구 석계로1길 14,127.0639285081,37.6156084116,,A04,A0401,A04011000,2908905,38,쇼핑
올리브영 석촌역,서울특별시 송파구 백제고분로 387,127.1085331038,37.5065552180,,A04,A0401,A04011000,2924958,38,쇼핑
올리브영 선릉로,서울특별시 강남구 테헤란로64길 20 (대치동),127.0512745064,37.5036739667,,A04,A0401,A04011000,2925795,38,쇼핑
올리브영 선릉역,서울특별시 강남구 선릉로 513 (역삼동),127.0483191731,37.5053320544,,A04,A0401,A04011000,2906647,38,쇼핑
올리브영 선릉타운,서울특별시 강남구 테헤란로 411 성담빌딩 1층,127.0508828223,37.5055515194,,A04,A0401,A04011000,2902462,38,쇼핑
올리브영 선정릉역,서울특별시 강남구 선릉로 602(삼성동),127.0440305230,37.5106980211,,A04,A0401,A04011000,2930910,38,쇼핑
올리브영 성동성수,"서울특별시 성동구 성수일로6길 47 101호,102호",127.0552591018,37.5443526477,,A04,A0401,A04011000,2912440,38,쇼핑
올리브영 성수역,서울특별시 성동구 아차산로 91 1층,127.0544980314,37.5453636270,,A04,A0401,A04011000,2924769,38,쇼핑
올리브영 세종로,서울특별시 종로구 세종대로 161 (세종로),126.9763960916,37.5708314872,,A04,A0401,A04011000,2930567,38,쇼핑
올리브영 숙대,서울특별시 용산구 청파로45길 19,126.9693947017,37.5443205537,,A04,A0401,A04011000,2902784,38,쇼핑
올리브영 숙대입구역,서울특별시 용산구 한강대로 285 1층(현 금강제화),126.9719417072,37.5437817729,,A04,A0401,A04011000,2907646,38,쇼핑
올리브영 순천향입구,서울특별시 용산구 대사관로 71,127.0060000077,37.5334502506,,A04,A0401,A04011000,2929180,38,쇼핑
올리브영 숭실대입구역,서울특별시 동작구 상도로 358,126.9529253240,37.4966896807,,A04,A0401,A04011000,2904981,38,쇼핑
올리브영 스타시티,서울특별시 광진구 아차산로 262 (자양동. 더샵스타시티),127.0717216591,37.5384619613,,A04,A0401,A04011000,2906275,38,쇼핑
올리브영 시청역,서울특별시 중구 세종대로16길 1 (태평로2가),126.9771295629,37.5635934531,,A04,A0401,A04011000,2931340,38,쇼핑
올리브영 시흥사거리,서울특별시 금천구 시흥동 883-7,126.9012312243,37.4542770154,,A04,A0401,A04011000,2922858,38,쇼핑
올리브영 신강남점,서울특별시 강남구 봉은사로2길 31,127.0265906711,37.5026569747,,A04,A0401,A04011000,3305975,38,쇼핑
올리브영 신길,서울특별시 영등포구 영등포로 358,126.9179835621,37.5144508819,,A04,A0401,A04011000,2930999,38,쇼핑
올리브영 신논현,서울특별시 서초구 강남대로 507 (반포동 736-6),127.0227047845,37.5072285963,,A04,A0401,A04011000,2918637,38,쇼핑
올리브영 신논현역점,서울특별시 강남구 봉은사로 지하 102,127.0250463094,37.5046872667,,A04,A0401,A04011000,3305302,38,쇼핑
올리브영 신당역,서울특별시 중구 다산로 258,127.0163814717,37.5660577601,,A04,A0401,A04011000,2931361,38,쇼핑
올리브영 신대방삼거리역,서울특별시 동작구 보라매로 113 (대방동),126.9279025233,37.4995166827,,A04,A0401,A04011000,2912343,38,쇼핑
올리브영 신대방역,서울특별시 관악구 난곡로 357 1층,126.9134625538,37.4859652206,,A04,A0401,A04011000,2904533,38,쇼핑
올리브영 신도림,서울특별시 구로구 경인로 661 신도림1차 푸르지오 109호,126.8877864508,37.5095814636,,A04,A0401,A04011000,2918360,38,쇼핑
올리브영 신도림테크노마트,서울특별시 구로구 새말로 97,126.8902418521,37.5070956849,,A04,A0401,A04011000,2902626,38,쇼핑
올리브영 신림남부순환로,서울특별시 관악구 남부순환로 1377,126.9038552566,37.4802129396,,A04,A0401,A04011000,2929014,38,쇼핑
올리브영 신림점,서울특별시 관악구 신림로 353,126.9292027906,37.4858182970,,A04,A0401,A04011000,3307629,38,쇼핑
올리브영 신방화역,"서울특별시 강서구 방화대로 294 마곡더블유타워 121호, 122호",126.8170662830,37.5670485222,,A04,A0401,A04011000,2904604,38,쇼핑
올리브영 신사,서울특별시 강남구 도산대로 116,127.0215324019,37.5166580357,,A04,A0401,A04011000,2911307,38,쇼핑
올리브영 신사서초점,서울특별시 서초구 강남대로 589,127.0194021015,37.5144943596,,A04,A0401,A04011000,3305765,38,쇼핑
올리브영 신설동역,서울특별시 동대문구 왕산로 4,127.0240943861,37.5756456735,,A04,A0401,A04011000,2904332,38,쇼핑
올리브영 신용산역,"서울특별시 용산구 한강대로 95 래미안용산상가 101호, 102호",126.9671203397,37.5290750616,,A04,A0401,A04011000,2911353,38,쇼핑
올리브영 신정,서울특별시 양천구 신월로 349(신정동),126.8598636412,37.5221850563,,A04,A0401,A04011000,2915164,38,쇼핑
올리브영 신천중앙점,"서울특별시 송파구 올림픽로 114 1층, 2층",127.0832019363,37.5114430831,,A04,A0401,A04011000,3306414,38,쇼핑
올리브영 신촌대로,서울특별시 서대문구 신촌로 121 (창천동),126.9393248825,37.5562547390,,A04,A0401,A04011000,2924402,38,쇼핑
올리브영 신촌로터리,서울특별시 마포구 서강로 133 1층,126.9352808571,37.5544632083,,A04,A0401,A04011000,2905627,38,쇼핑
올리브영 신촌명물거리,서울특별시 서대문구 명물길 54 (창천동),126.9393442514,37.5588599924,,A04,A0401,A04011000,2911574,38,쇼핑
올리브영 신촌역,서울특별시 서대문구 창천동 72-2,126.9352058191,37.5560574662,,A04,A0401,A04011000,2929556,38,쇼핑
올리브영 신촌연세,서울특별시 서대문구 연세로 37 (창천동),126.9366944909,37.5589238263,,A04,A0401,A04011000,2925779,38,쇼핑
올리브영 씨제이남산더센터,서울특별시 중구 소월로2길 12,126.9759965851,37.5546611370,,A04,A0401,A04011000,2902844,38,쇼핑
올리브영 아차산역,서울특별시 광진구 천호대로 671 1층 (104호+110호+111호),127.0905473559,37.5513913539,,A04,A0401,A04011000,2931702,38,쇼핑
올리브영 아현역,서울특별시 서대문구 신촌로35길 10,126.9555039152,37.5579603865,,A04,A0401,A04011000,2930620,38,쇼핑
올리브영 압구정,서울특별시 강남구 논현로175길 6 (신사동),127.0279370976,37.5264264607,,A04,A0401,A04011000,2906411,38,쇼핑
올리브영 압구정로데오,서울특별시 강남구 압구정로50길 9 (신사동),127.0382750094,37.5277042759,,A04,A0401,A04011000,2930259,38,쇼핑
올리브영 압구정역,서울특별시 강남구 논현로 878 (신사동),127.0290175348,37.5271263989,,A04,A0401,A04011000,2904425,38,쇼핑
올리브영 압구정타운,서울특별시 강남구 논현로 842 (신사동),127.0287620889,37.5240934132,,A04,A0401,A04011000,2930672,38,쇼핑
올리브영 애오개역,"서울특별시 마포구 마포대로 201 마포트라펠리스 2차 상가 107호, 108호",126.9555151865,37.5522471613,,A04,A0401,A04011000,2906478,38,쇼핑
올리브영 약수역,서울특별시 중구 동호로 189,127.0102379046,37.5548700606,,A04,A0401,A04011000,2901935,38,쇼핑
올리브영 양재스타클래스,서울특별시 강남구 도곡동 957-11,127.0358930949,37.4852341646,,A04,A0401,A04011000,2912601,38,쇼핑
올리브영 양재역점,서울특별시 서초구 남부순환로 지하 2585,127.0344904816,37.4839287352,,A04,A0401,A04011000,3305821,38,쇼핑
올리브영 양천향교역,서울특별시 강서구 양천로 344 (마곡동),126.8403724537,37.5683182344,,A04,A0401,A04011000,2913813,38,쇼핑
올리브영 어린이대공원역점,서울특별시 광진구 광나루로 388,127.0727907499,37.5474942648,,A04,A0401,A04011000,3305889,38,쇼핑
올리브영 언주역,서울특별시 강남구 봉은사로 209,127.0350286410,37.5079842855,,A04,A0401,A04011000,2930621,38,쇼핑
올리브영 여의도역,서울특별시 영등포구 여의나루로 61 (여의도동),126.9260298028,37.5232777777,,A04,A0401,A04011000,2930954,38,쇼핑
올리브영 역삼역,서울특별시 강남구 테헤란로 138 (역삼동),127.0343178293,37.4996935691,,A04,A0401,A04011000,2911908,38,쇼핑
올리브영 연신내로데오,"서울특별시 은평구 연서로 221(갈현동,1층)",126.9198193454,37.6184777102,,A04,A0401,A04011000,2913601,38,쇼핑
올리브영 연신내범서,서울특별시 은평구 통일로 842,126.9220774654,37.6187443871,,A04,A0401,A04011000,2930606,38,쇼핑
올리브영 연신내점,서울특별시 은평구 통일로 857 1층,126.9203942604,37.6196414745,,A04,A0401,A04011000,3306595,38,쇼핑
올리브영 연희,서울특별시 서대문구 연희로 79,126.9295949520,37.5655340417,,A04,A0401,A04011000,2918306,38,쇼핑
올리브영 염창역,"서울특별시 강서구 공항대로 637 102호, 103호",126.8758225814,37.5476212742,,A04,A0401,A04011000,2930705,38,쇼핑
올리브영 오류동역점,서울특별시 구로구 경인로 204,126.8438686193,37.4957433990,,A04,A0401,A04011000,3305509,38,쇼핑
올리브영 오목교역,서울특별시 양천구 오목로 344,126.8755149330,37.5242795368,,A04,A0401,A04011000,2930995,38,쇼핑
올리브영 왕십리엔터식스,서울특별시 성동구 왕십리광장로 17 (행당동),127.0384101499,37.5614947974,,A04,A0401,A04011000,2906613,38,쇼핑
올리브영 용산리첸시아,서울특별시 용산구 백범로 341,126.9671867438,37.5381490089,,A04,A0401,A04011000,2931808,38,쇼핑
올리브영 용산아이파크몰점,서울특별시 용산구 한강대로23길 55,126.9647566449,37.5298249324,,A04,A0401,A04011000,3306656,38,쇼핑
올리브영 은행나무사거리,서울특별시 금천구 금하로 705 (시흥동),126.9083667608,37.4515885657,,A04,A0401,A04011000,2922900,38,쇼핑
올리브영 응암역,서울특별시 은평구 증산로 475(신사동),126.9153536461,37.5986993752,,A04,A0401,A04011000,2912577,38,쇼핑
올리브영 이대중앙,서울특별시 서대문구 이화여대길 43,126.9454964679,37.5588934317,,A04,A0401,A04011000,2925694,38,쇼핑
올리브영 이태원입구,서울특별시 용산구 이태원로 145 동호프라자 1층,126.9899264383,37.5346442677,,A04,A0401,A04011000,2924173,38,쇼핑
올리브영 일원역,서울특별시 강남구 일원로 115,127.0844748187,37.4840740612,,A04,A0401,A04011000,2931521,38,쇼핑
올리브영 장승배기역,서울특별시 동작구 장승배기로11가길 11 상도파크자이 단지내상가 106호,126.9388846684,37.5061966586,,A04,A0401,A04011000,2930761,38,쇼핑
올리브영 장지역,서울특별시 송파구 충민로 66,127.1249768726,37.4776672007,,A04,A0401,A04011000,2924746,38,쇼핑
올리브영 장한평역,서울특별시 동대문구 장한로 3,127.0645855241,37.5621785221,,A04,A0401,A04011000,2907221,38,쇼핑
올리브영 정동,서울특별시 중구 새문안로 26,126.9687885437,37.5675678409,,A04,A0401,A04011000,2906574,38,쇼핑
올리브영 제일제당센터,서울특별시 중구 동호로 330 (쌍림동) 씨제이제일제당센터,127.0033077215,37.5639994311,,A04,A0401,A04011000,2924824,38,쇼핑
올리브영 종각,서울특별시 종로구 종로 61 (종로2가),126.9842926034,37.5704900019,,A04,A0401,A04011000,2917290,38,쇼핑
올리브영 종로1가,서울특별시 종로구 종로 19 (종로1가) 르메이에르종로타운,126.9799374337,37.5708982096,,A04,A0401,A04011000,2901917,38,쇼핑
올리브영 종로YBM,서울특별시 종로구 종로 104 (종로2가),126.9891088427,37.5700845799,,A04,A0401,A04011000,2930277,38,쇼핑
올리브영 종암,서울특별시 성북구 종암로 123,127.0331817244,37.6010678819,,A04,A0401,A04011000,2907137,38,쇼핑
올리브영 중계역,서울특별시 노원구 동일로 1335(상계동),127.0622888443,37.6480518323,,A04,A0401,A04011000,2903047,38,쇼핑
올리브영 중랑점,서울특별시 중랑구 망우로32길 6,127.0763307826,37.5936139699,,A04,A0401,A04011000,3305317,38,쇼핑
올리브영 증미역,서울특별시 강서구 염창동 240-21,126.8643622469,37.5571699591,,A04,A0401,A04011000,2907219,38,쇼핑
올리브영 창천,서울특별시 서대문구 신촌로 17,126.9290257643,37.5582515449,,A04,A0401,A04011000,2931628,38,쇼핑
올리브영 천호중앙,서울특별시 강동구 천호대로 1027 (천호동),127.1263500296,37.5381102089,,A04,A0401,A04011000,2930752,38,쇼핑
올리브영 청구역,서울특별시 중구 다산로 168 성원빌딩,127.0130375462,37.5584946901,,A04,A0401,A04011000,2930244,38,쇼핑
올리브영 청담사거리,서울특별시 강남구 도산대로89길 8,127.0506156241,37.5251714583,,A04,A0401,A04011000,2917250,38,쇼핑
올리브영 청담역,"서울특별시 강남구 삼성로 716, 1층(청담동)",127.0500602669,37.5199609425,,A04,A0401,A04011000,2922764,38,쇼핑
올리브영 충무로역,서울특별시 중구 퇴계로 222 (필동2가),126.9964223057,37.5615912540,,A04,A0401,A04011000,2924383,38,쇼핑
올리브영 타워팰리스,서울특별시 강남구 언주로30길 39,127.0532303054,37.4887979512,,A04,A0401,A04011000,2923688,38,쇼핑
올리브영 타임스퀘어아트리움,서울특별시 영등포구 영중로 15 (영등포동4가) 타임스퀘어 3층,126.9053818370,37.5178335971,,A04,A0401,A04011000,2931682,38,쇼핑
올리브영 테헤란로점,서울특별시 강남구 테헤란로 514 1층,127.0597708477,37.5074792333,,A04,A0401,A04011000,3305953,38,쇼핑
올리브영 트윈시티,서울특별시 용산구 한강대로 366,126.9724497903,37.5509920550,,A04,A0401,A04011000,2930559,38,쇼핑
올리브영 파르나스몰점,서울특별시 강남구 테헤란로 521,127.0608234799,37.5092457134,,A04,A0401,A04011000,3305478,38,쇼핑
올리브영 플러스점,서울특별시 용산구 한강대로 372,126.9733746936,37.5514281320,,A04,A0401,A04011000,3306523,38,쇼핑
올리브영 하왕십리점,서울특별시 성동구 왕십리로 331,127.0328189586,37.5626890023,,A04,A0401,A04011000,3307167,38,쇼핑
올리브영 학동역,서울특별시 강남구 학동로 177 (논현동),127.0303011171,37.5142306968,,A04,A0401,A04011000,2906639,38,쇼핑
올리브영 학동중앙,서울특별시 강남구 도산대로 326,127.0377418749,37.5223965492,,A04,A0401,A04011000,2931718,38,쇼핑
올리브영 한남오거리,"서울특별시 용산구 독서당로 65-1, 1층",127.0077665012,37.5338918977,,A04,A0401,A04011000,2931478,38,쇼핑
올리브영 한양대,서울특별시 성동구 행당동 19-98,127.0406739034,37.5589951285,,A04,A0401,A04011000,2906612,38,쇼핑
올리브영 합정교보,서울특별시 마포구 월드컵로1길 14,126.9120747621,37.5501021892,,A04,A0401,A04011000,2918304,38,쇼핑
올리브영 합정메세나폴리스,서울특별시 마포구 서교동 490,126.9136829551,37.5498911308,,A04,A0401,A04011000,2931610,38,쇼핑
올리브영 합정카페거리,서울특별시 마포구 독막로 13,126.9150884111,37.5488718305,,A04,A0401,A04011000,2904573,38,쇼핑
올리브영 현대아울렛가산,서울특별시 금천구 디지털로10길 9,126.8890705637,37.4776713039,,A04,A0401,A04011000,2930828,38,쇼핑
올리브영 혜화역점,서울특별시 종로구 대학로 122,127.0022573000,37.5822334036,,A04,A0401,A04011000,3306639,38,쇼핑
올리브영 홈플러스강서,서울특별시 강서구 화곡로 398 1층,126.8548325220,37.5585224095,,A04,A0401,A04011000,2902111,38,쇼핑
올리브영 홈플러스금천,"서울특별시 금천구 독산1동 291-7, 홈플러스 금천점 1층",126.8969006577,37.4687169285,,A04,A0401,A04011000,2922809,38,쇼핑
올리브영 홈플러스시흥,서울특별시 금천구 시흥대로 201 홈플러스 1층,126.9008091054,37.4519578330,,A04,A0401,A04011000,2923091,38,쇼핑
올리브영 홈플러스영등포,서울특별시 영등포구 문래동3가 55-3,126.8959410180,37.5182861529,,A04,A0401,A04011000,2924765,38,쇼핑
올리브영 홈플러스월곡,서울특별시 성북구 화랑로 76,127.0404782582,37.6018818076,,A04,A0401,A04011000,2907867,38,쇼핑
올리브영 홈플러스월드컵,서울특별시 마포구 월드컵로 240,126.8972867075,37.5683414708,,A04,A0401,A04011000,2907197,38,쇼핑
올리브영 홈플러스잠실,서울특별시 송파구 올림픽로35가길 16,127.1030222173,37.5163039873,,A04,A0401,A04011000,2902807,38,쇼핑
올리브영 홍대공항철도역점,서울특별시 마포구 양화로 183,126.9251816658,37.5584097909,,A04,A0401,A04011000,3306577,38,쇼핑
올리브영 홍대대학로,서울특별시 종로구 대학로 57 (연건동),127.0014686424,37.5766118212,,A04,A0401,A04011000,2924397,38,쇼핑
올리브영 홍대사거리점,서울특별시 마포구 양화로 140,126.9221598111,37.5551573371,,A04,A0401,A04011000,3305537,38,쇼핑
올리브영 홍대입구역,서울특별시 마포구 양화로 156 (동교동),126.9234624418,37.5561655766,,A04,A0401,A04011000,2911133,38,쇼핑
올리브영 홍대정문점,서울특별시 마포구 홍익로 4 1층,126.9241430193,37.5531992669,,A04,A0401,A04011000,3305768,38,쇼핑
올리브영 홍대중앙,서울특별시 마포구 어울마당로 68,126.9215044287,37.5511522355,,A04,A0401,A04011000,2901793,38,쇼핑
올리브영 홍제역점,"서울특별시 서대문구 통일로 446 1층, 2층",126.9445679287,37.5888066047,,A04,A0401,A04011000,2906619,38,쇼핑
올리브영 황학사거리,"서울특별시 성동구 왕십리로 410(하왕십리동, 센트라스)",127.0247973922,37.5653302184,,A04,A0401,A04011000,2912463,38,쇼핑
올리브영 휘경동,서울특별시 동대문구 망우로 78,127.0620655216,37.5898835910,,A04,A0401,A04011000,2924757,38,쇼핑
올리브영목동하이페리온점,서울특별시 양천구 오목로 300,126.8706570243,37.5249460392,,A04,A0401,A04011000,2923241,38,쇼핑
올리비아로렌 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3307458,38,쇼핑
올세인츠 갤러리아 WEST 여성복,서울특별시 강남구 압구정로 343,127.0400692668,37.5285292127,,A04,A0401,A04011000,2929847,38,쇼핑
올세인츠 파르나스몰,서울특별시 강남구 테헤란로 521,127.0608234799,37.5092457134,,A04,A0401,A04011000,2926487,38,쇼핑
올젠,서울특별시 강동구 천호대로 1005,127.1244557316,37.5390267349,,A04,A0401,A04011000,2917677,38,쇼핑
올젠,서울특별시 서대문구 신촌로83,126.9358252045,37.5561435782,,A04,A0401,A04011000,2927075,38,쇼핑
올젠,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3305735,38,쇼핑
올젠,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3306312,38,쇼핑
올젠,서울특별시 금천구 디지털로 185 (가산동),126.8872262708,37.4782600918,,A04,A0401,A04011000,3306630,38,쇼핑
올젠 롯데서울역,"서울특별시 중구 한강대로 405 (봉래동2가,롯데백화점아울렛서울역점3층올젠)",126.9717664185,37.5545416306,,A04,A0401,A04011000,2911409,38,쇼핑
올젠 롯데팩토리가산,서울특별시 금천구 벚꽃로278,126.8846459143,37.4795432303,,A04,A0401,A04011000,2908712,38,쇼핑
올젠 현대가든파이브,"서울특별시 송파구 충민로 66, 4층",127.1249768726,37.4776672007,,A04,A0401,A04011000,2931630,38,쇼핑
올젠 현대동대문,"서울특별시 중구 장충단로13길 20, 6층(을지로6가, 현대시티아울렛)",127.0076821872,37.5687878415,,A04,A0401,A04011000,2924598,38,쇼핑
올젠건대스타시티,서울특별시 광진구 능동로 92,127.0712300203,37.5390535504,,A04,A0401,A04011000,2924013,38,쇼핑
올젠현대목동점,서울특별시 양천구 목동동로257,126.8747288364,37.5263292843,,A04,A0401,A04011000,2923100,38,쇼핑
와릿이즌,서울특별시 강북구 도봉로 62 (미아동),127.0305315802,37.6146468109,,A04,A0401,A04011000,3305603,38,쇼핑
와우성형외과,서울특별시 강남구 테헤란로101 9층,127.0280573169,37.4986630200,,A04,A0401,A04011000,2918695,38,쇼핑
와이드앵글,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3306050,38,쇼핑
와이드앵글 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3306849,38,쇼핑
와이드앵글 롯데팩토리가산,서울특별시 금천구 벚꽃로278,126.8846459143,37.4795432303,,A04,A0401,A04011000,2925163,38,쇼핑
와이드앵글 현대가든파이브,"서울특별시 송파구 충민로 66, 3층",127.1249768726,37.4776672007,,A04,A0401,A04011000,2928951,38,쇼핑
와이드앵글 현대동대문,서울특별시 중구 장충단로13길 20,127.0076821872,37.5687878415,,A04,A0401,A04011000,2906671,38,쇼핑
와이와이케이,서울특별시 용산구 이태원로54가길 13 (한남동),127.0017780641,37.5371941846,,A04,A0401,A04011000,3306762,38,쇼핑
와이즈유의원코스메틱 명동,"서울특별시 중구 명동8가길 52, 3층(충무로2가)",126.9879786250,37.5617938560,,A04,A0401,A04011000,2907318,38,쇼핑
와이컨셉,"서울특별시 구로구 경인로 662 (신도림동, 디큐브시티)",126.8884169673,37.5089148857,,A04,A0401,A04011000,3306241,38,쇼핑
와이퀀 산부인과의원,서울특별시 강남구 선릉로 820 (청담동),127.0402249082,37.5250129567,,A04,A0401,A04011000,3307285,38,쇼핑
왕솔약국,서울특별시 중구 남대문로 36(회현동1가),126.9798182800,37.5610076903,,A04,A0401,A04011000,2894546,38,쇼핑
요하넥스,서울특별시 관악구 봉천로 209 (봉천동),126.9249974851,37.4905482278,,A04,A0401,A04011000,3305449,38,쇼핑
요하넥스,서울특별시 강북구 도봉로 62 (미아동),127.0305315802,37.6146468109,,A04,A0401,A04011000,3306638,38,쇼핑
요하넥스 2001아울렛 중계,서울특별시 노원구 동일로204가길 46 (중계동),127.0679274101,37.6413416033,,A04,A0401,A04011000,3307315,38,쇼핑
요하넥스 현대가산,"서울특별시 금천구 디지털로10길 9, 3층",126.8890705637,37.4776713039,,A04,A0401,A04011000,2931873,38,쇼핑
용산전자랜드,서울특별시 용산구 청파로 74,126.9595403701,37.5327661639,"02-707-4700, 4694",A04,A0401,A04010600,132229,38,쇼핑
우노와치 롤렉스 현대본점,서울특별시 강남구 압구정로 165 (압구정동) 현대백화점본점,127.0274843337,37.5274180039,,A04,A0401,A04011000,2927748,38,쇼핑
우림시장,서울특별시 관악구 난곡로26길 4,126.9204651289,37.4704838102,,A04,A0401,A04010200,2753928,38,쇼핑
우림시장,서울특별시 중랑구 망우로62길 52-4,127.0983231292,37.5969167604,,A04,A0401,A04010200,2759990,38,쇼핑
우석공예사,서울특별시 종로구 창경궁로 88,126.9996801010,37.5701042119,"02-2279-0041, 2265-7983",A04,A0401,A04010700,132522,38,쇼핑
우아인 성형외과,서울특별시 강남구 봉은사로 111 (논현동)4층,127.0257156770,37.5052483247,,A04,A0401,A04011000,3306152,38,쇼핑
우이시장,서울특별시 강북구 노해로23길 68,127.0200427521,37.6460929656,,A04,A0401,A04010200,2741590,38,쇼핑
우트 nc신구로,서울특별시 구로구 구로중앙로 152 (구로동),126.8827871414,37.5012129024,,A04,A0401,A04011000,3306054,38,쇼핑
